state_name,district_name,crop_year,season,crop,area_hectares,yield_kg_per_ha,production_tonnes
Maharashtra,Maha_District_05,2018.0,Zaid,Barley,16016.58,4682.41,74996.19
Madhya Pradesh,Madh_District_20,2023.0,Kharif,Sugarcane,16625.79,4257.25,70780.14
Gujarat,Guja_District_01,2023.0,,Groundnut,44805.59,2675.01,119855.4
West Bengal,West_District_04,2018.0,Kharif,Jowar,44725.03,1745.61,78072.46
West Bengal,West_District_02,2019.0,Zaid,Mustard,32955.83,895.84,29523.15
Karnataka,Karn_District_16,2014.0,Zaid,Sugarcane,23749.32,1477.99,35101.26
Karnataka,Karn_District_07,2018.0,Zaid,Groundnut,3231.89,516.76,1670.11
Gujarat,Guja_District_06,2015.0,Zaid,Mustard,16305.13,3152.89,
Andhra Pradesh,Andh_District_20,2010.0,Rabi,Cotton,22815.99,1857.96,42391.2
Haryana,Hary_District_03,2012.0,Zaid,Soybean,49560.88,4727.86,234316.9
Uttar Pradesh,Utta_District_17,2019.0,Zaid,Soybean,6370.1,2367.98,15084.27
,Odis_District_01,2017.0,Kharif,Maize,32477.46,3800.71,123437.41
Uttar Pradesh,Utta_District_01,2023.0,Kharif,Sugarcane,18381.97,3858.27,70922.6
Haryana,Hary_District_01,2012.0,Zaid,Maize,6295.09,1993.16,12547.12
Assam,Assa_District_11,2013.0,Rabi,Cotton,35850.02,3315.57,118863.25
Haryana,Hary_District_05,2020.0,Kharif,Jowar,41876.79,710.86,29768.53
Bihar,Biha_District_04,2022.0,Kharif,Barley,8802.15,718.23,6321.97
Madhya Pradesh,Madh_District_07,2010.0,Rabi,Groundnut,,519.27,5029.91
Uttar Pradesh,Utta_District_05,2019.0,Rabi,Barley,25260.09,2877.41,72683.64
Andhra Pradesh,Andh_District_12,2022.0,Kharif,Jowar,32928.8,2232.11,73500.7
Rajasthan,Raja_District_16,2017.0,Kharif,,260.06,3532.51,918.66
Haryana,Hary_District_04,2014.0,,Soybean,,4397.77,12353.91
Madhya Pradesh,Madh_District_15,2014.0,Rabi,Barley,1230.43,2887.14,3552.42
Uttar Pradesh,Utta_District_03,2014.0,Zaid,,44756.4,3076.2,137679.64
Tamil Nadu,Tami_District_17,2014.0,Kharif,Groundnut,30460.0,3567.25,108658.43
Tamil Nadu,Tami_District_14,2015.0,Kharif,Jowar,6208.2,3537.17,21959.46
Punjab,Punj_District_20,2023.0,Rabi,Mustard,44029.71,,215040.66
Rajasthan,Raja_District_10,2014.0,Kharif,Soybean,22208.29,2050.27,
Madhya Pradesh,Madh_District_12,2020.0,Zaid,Wheat,37690.15,2942.93,110919.47
West Bengal,West_District_02,2022.0,Kharif,Mustard,12939.5,,16494.11
Maharashtra,Maha_District_06,2012.0,Rabi,Groundnut,8594.49,2566.3,22056.04
Madhya Pradesh,Madh_District_18,2019.0,Zaid,Soybean,,588.74,5056.81
West Bengal,West_District_19,2020.0,Rabi,Mustard,2699.23,4684.48,12644.49
Tamil Nadu,Tami_District_12,2017.0,Rabi,Sugarcane,3740.77,829.31,3102.26
Punjab,Punj_District_07,2018.0,Rabi,Mustard,22614.3,1602.95,36249.59
Madhya Pradesh,Madh_District_16,2018.0,Kharif,,48138.42,4599.44,221409.77
Andhra Pradesh,Andh_District_20,2012.0,Zaid,Jowar,20296.69,2519.29,51133.25
Uttar Pradesh,Utta_District_12,2013.0,Rabi,Soybean,18818.17,670.4,12615.7
Bihar,Biha_District_11,2015.0,Kharif,,14713.06,1052.03,15478.58
Punjab,Punj_District_20,2016.0,Rabi,Groundnut,,3023.88,15749.21
Maharashtra,Maha_District_18,2022.0,Zaid,Rice,5028.37,963.19,4843.28
Telangana,Tela_District_06,2012.0,Rabi,Groundnut,24077.63,2490.27,59959.8
Assam,Assa_District_04,2010.0,Zaid,Rice,6967.98,520.02,3623.49
Haryana,Hary_District_14,2021.0,Kharif,Jowar,9729.42,1561.52,15192.68
Karnataka,Karn_District_09,2018.0,Kharif,Sugarcane,40032.4,4619.47,184928.47
Assam,Assa_District_03,2021.0,Kharif,Mustard,20356.63,2322.62,47280.72
Gujarat,Guja_District_03,2021.0,Rabi,Cotton,35652.82,3321.15,118408.36
Haryana,Hary_District_07,2020.0,,Soybean,9288.6,984.6,9145.56
Punjab,Punj_District_03,2018.0,Rabi,Rice,21936.83,3041.73,66725.91
Punjab,Punj_District_19,2022.0,Zaid,Rice,7021.51,1819.73,12777.25
Maharashtra,Maha_District_13,2023.0,Rabi,Jowar,15366.56,1675.84,25751.9
,West_District_18,2014.0,,Jowar,23091.99,3438.79,79408.5
Haryana,Hary_District_20,2022.0,Zaid,Sugarcane,25518.56,,35893.13
West Bengal,West_District_20,2011.0,Rabi,Sugarcane,5236.66,4198.42,21985.7
Maharashtra,Maha_District_09,2016.0,Zaid,Jowar,24017.3,779.63,
Maharashtra,Maha_District_01,2017.0,Kharif,Mustard,12980.26,4118.15,53454.66
Bihar,Biha_District_01,2011.0,Rabi,Groundnut,37611.14,4441.17,167037.47
Andhra Pradesh,Andh_District_16,2017.0,Rabi,Maize,30144.18,2403.08,72438.88
Assam,Assa_District_18,2018.0,Rabi,Cotton,21389.09,1373.0,29367.22
Punjab,Punj_District_07,2021.0,Rabi,Barley,32574.87,3132.81,102050.88
Rajasthan,Raja_District_19,2022.0,Rabi,Maize,7827.73,4485.48,35111.13
Telangana,Tela_District_10,2020.0,Zaid,Sugarcane,18486.56,723.82,13380.94
Bihar,Biha_District_11,2023.0,Zaid,Sugarcane,16461.26,,72665.93
Rajasthan,Raja_District_08,2016.0,Rabi,Rice,45856.13,2706.79,
Uttar Pradesh,Utta_District_06,2021.0,Zaid,Rice,47821.36,4438.59,212259.41
Telangana,,2012.0,Rabi,Groundnut,41279.01,4368.7,180335.61
West Bengal,West_District_03,2017.0,Zaid,Cotton,19155.58,3904.11,74785.49
Assam,Assa_District_11,2014.0,Zaid,Maize,28909.22,3738.58,108079.43
Andhra Pradesh,Andh_District_17,2023.0,Rabi,Mustard,8971.53,3791.27,34013.49
Bihar,Biha_District_18,,Rabi,Jowar,47883.86,1861.98,89158.79
Rajasthan,Raja_District_10,,Zaid,Sugarcane,49309.45,2202.69,
Uttar Pradesh,Utta_District_13,2020.0,Rabi,Mustard,10066.2,1005.29,10119.45
Rajasthan,Raja_District_14,2023.0,Kharif,Wheat,39269.6,2996.71,117679.6
Rajasthan,Raja_District_19,2010.0,Zaid,Mustard,15425.85,3238.03,49949.37
Maharashtra,Maha_District_10,2018.0,Rabi,Groundnut,16671.85,2517.61,41973.22
Gujarat,Guja_District_06,2019.0,Rabi,Cotton,43146.94,3506.75,151305.53
Rajasthan,Raja_District_04,2020.0,,Maize,38143.85,3125.72,119226.99
Gujarat,Guja_District_09,2021.0,Rabi,Soybean,49570.76,1586.35,78636.58
Punjab,Punj_District_02,2015.0,Rabi,Mustard,,916.52,12087.37
Telangana,Tela_District_09,2010.0,Kharif,Sugarcane,27745.57,3260.12,90453.89
Andhra Pradesh,Andh_District_08,2017.0,,Mustard,36325.48,2009.51,72996.42
Tamil Nadu,Tami_District_14,2016.0,Rabi,Mustard,711.61,3345.03,2380.36
Assam,Assa_District_09,2017.0,Kharif,Jowar,49934.91,1825.47,91154.68
Telangana,Tela_District_19,2016.0,Zaid,Mustard,9278.33,1767.95,16403.62
West Bengal,West_District_08,2013.0,Zaid,Soybean,21328.23,1629.11,34746.03
Karnataka,Karn_District_01,2017.0,Rabi,Wheat,17413.31,3371.93,58716.46
Odisha,Odis_District_16,2021.0,Kharif,Wheat,17316.9,2282.27,39521.84
Odisha,Odis_District_17,2020.0,Zaid,Jowar,2097.56,4630.74,9713.25
Haryana,Hary_District_10,2015.0,Kharif,Sugarcane,20403.61,1976.65,40330.8
Haryana,Hary_District_11,2016.0,Kharif,Groundnut,4415.56,3353.82,14808.99
Gujarat,Guja_District_07,2018.0,Kharif,Maize,43204.87,685.19,29603.54
Haryana,,2011.0,Zaid,Mustard,7349.1,1158.75,8515.77
Haryana,Hary_District_05,2014.0,Zaid,Groundnut,30153.52,4645.54,140079.38
Uttar Pradesh,Utta_District_13,2013.0,Zaid,Rice,21944.64,2047.13,44923.53
West Bengal,West_District_14,2019.0,Rabi,Barley,,3841.56,147191.1
Maharashtra,Maha_District_05,2013.0,Rabi,Maize,12413.13,1223.72,15190.2
Telangana,Tela_District_05,2023.0,Rabi,Cotton,17954.72,3990.22,71643.28
Uttar Pradesh,Utta_District_17,,Zaid,Cotton,34783.66,3496.34,121615.5
Assam,Assa_District_16,2023.0,Kharif,Wheat,41488.49,1747.09,72484.13
Tamil Nadu,Tami_District_12,,Zaid,Barley,17050.22,690.53,11773.69
Andhra Pradesh,Andh_District_10,2019.0,Zaid,,43450.41,3120.93,135605.69
Haryana,Hary_District_11,2021.0,Rabi,Sugarcane,14976.3,812.37,12166.3
,Madh_District_06,2017.0,Zaid,Soybean,36198.13,3869.32,140062.15
Punjab,Punj_District_19,2010.0,Kharif,Barley,33342.31,1417.01,47246.39
Andhra Pradesh,Andh_District_14,2010.0,Rabi,Jowar,45669.48,3889.21,177618.2
Gujarat,Guja_District_04,2016.0,Kharif,Groundnut,32922.04,3429.25,112897.91
,Punj_District_12,2013.0,Kharif,Sugarcane,,4677.38,211545.97
Rajasthan,Raja_District_09,2019.0,Kharif,,29822.31,2375.01,70828.28
Maharashtra,Maha_District_20,,Kharif,Barley,18250.33,4185.85,76393.14
Madhya Pradesh,Madh_District_11,2018.0,Zaid,Groundnut,32265.81,847.7,27351.73
Andhra Pradesh,Andh_District_15,2015.0,Kharif,Wheat,,4550.84,32743.66
Madhya Pradesh,Madh_District_13,2016.0,Rabi,Sugarcane,44236.46,4783.25,211594.05
West Bengal,,2011.0,Zaid,Soybean,21449.76,4028.27,86405.42
Gujarat,Guja_District_09,2013.0,Zaid,Cotton,41428.43,1920.64,79569.1
Assam,Assa_District_20,2011.0,Kharif,Maize,7352.35,4986.62,36663.38
Bihar,Biha_District_05,2011.0,Rabi,Barley,1607.94,3188.01,5126.13
West Bengal,West_District_20,2021.0,Kharif,Barley,32545.59,3568.05,116124.29
Bihar,Biha_District_09,2018.0,Zaid,Groundnut,12855.82,3747.11,48172.17
Haryana,Hary_District_08,2020.0,Zaid,Mustard,10898.34,,46107.28
Punjab,Punj_District_07,2023.0,Zaid,Wheat,11033.92,3635.18,40110.29
Odisha,Odis_District_10,2014.0,Rabi,Rice,39192.33,,52919.84
Maharashtra,Maha_District_20,2022.0,Rabi,Jowar,11975.53,4005.97,47973.61
,West_District_11,,Zaid,Maize,4391.35,1358.42,5965.3
Madhya Pradesh,Madh_District_01,2017.0,Kharif,Wheat,22830.99,,106981.91
West Bengal,West_District_11,2012.0,Rabi,Cotton,28137.7,2244.55,63156.47
Andhra Pradesh,Andh_District_02,,Kharif,Jowar,48920.67,2586.7,126543.1
Andhra Pradesh,Andh_District_08,2022.0,Kharif,Wheat,21743.38,2352.4,51149.13
Uttar Pradesh,Utta_District_20,2013.0,Zaid,Rice,15677.79,1965.63,30816.73
Tamil Nadu,Tami_District_12,2011.0,Zaid,Groundnut,34423.07,683.76,23537.12
Maharashtra,Maha_District_01,2022.0,Rabi,Mustard,34122.65,1405.42,47956.65
Tamil Nadu,Tami_District_17,,Rabi,Groundnut,19271.98,1159.43,22344.51
Andhra Pradesh,Andh_District_08,2011.0,Rabi,Maize,27682.28,3782.08,104696.6
Assam,Assa_District_01,2012.0,Kharif,Cotton,,1235.37,21986.26
Haryana,Hary_District_10,2021.0,Zaid,Maize,11402.63,4181.51,47680.21
Madhya Pradesh,,2014.0,Zaid,Jowar,13455.67,3986.16,53636.45
Haryana,Hary_District_02,2022.0,Zaid,Maize,16626.85,1349.3,22434.61
Karnataka,Karn_District_18,2019.0,Zaid,Jowar,36392.7,2608.45,94928.54
Madhya Pradesh,Madh_District_02,2012.0,Kharif,Barley,1660.73,4819.74,8004.29
Bihar,Biha_District_07,2019.0,Kharif,Soybean,7472.9,2090.33,15620.83
Odisha,Odis_District_07,2012.0,Rabi,Rice,19301.25,2702.43,52160.28
Karnataka,Karn_District_13,,Zaid,Maize,39293.66,527.41,20723.87
,Odis_District_02,2016.0,,Rice,46630.36,3406.95,158867.31
Maharashtra,Maha_District_04,2023.0,Zaid,Cotton,47537.38,4178.25,198623.06
Bihar,Biha_District_16,2017.0,Rabi,Rice,46399.13,3204.5,148686.01
Andhra Pradesh,Andh_District_12,2011.0,Zaid,Mustard,17929.72,2493.11,44700.76
Madhya Pradesh,Madh_District_11,2017.0,Kharif,Sugarcane,32935.81,2421.19,79743.85
Haryana,Hary_District_03,2021.0,Kharif,Groundnut,36610.47,913.32,33437.07
Madhya Pradesh,Madh_District_02,2010.0,Rabi,Jowar,41516.33,,58905.44
Uttar Pradesh,Utta_District_15,2023.0,Zaid,Barley,47202.99,1199.96,56641.7
Rajasthan,Raja_District_17,2012.0,Zaid,Barley,6545.29,4153.44,27185.47
Karnataka,Karn_District_04,2012.0,Rabi,Jowar,40953.22,3824.42,156622.31
Gujarat,Guja_District_07,2014.0,Rabi,Sugarcane,,1717.43,82488.97
Uttar Pradesh,Utta_District_05,2014.0,Rabi,Wheat,41349.77,2084.18,86180.36
Andhra Pradesh,Andh_District_08,2014.0,Zaid,Barley,26916.19,2505.2,67430.44
Punjab,Punj_District_18,2021.0,Zaid,Jowar,391.92,3085.08,1209.1
West Bengal,West_District_04,2011.0,Zaid,Barley,37400.54,1285.49,48078.02
Haryana,Hary_District_08,2019.0,Rabi,Barley,46589.63,2886.8,134494.94
Haryana,Hary_District_01,2015.0,Rabi,Mustard,,3406.76,30642.03
Punjab,Punj_District_16,2023.0,Zaid,Wheat,9676.94,785.9,7605.11
Bihar,Biha_District_07,2010.0,Rabi,Soybean,34297.23,998.13,34233.09
Telangana,Tela_District_02,2019.0,Kharif,Barley,5400.25,3829.75,20681.61
Maharashtra,Maha_District_02,2018.0,Zaid,Sugarcane,2854.59,4143.96,11829.31
Punjab,Punj_District_13,2010.0,Rabi,Barley,39827.82,1136.27,45255.16
Punjab,Punj_District_08,2016.0,Kharif,Mustard,25967.19,934.81,24274.39
Uttar Pradesh,Utta_District_01,2020.0,Rabi,Wheat,31665.3,783.19,24799.95
Gujarat,Guja_District_05,2014.0,Zaid,Cotton,47229.59,1434.79,67764.54
Gujarat,Guja_District_02,2018.0,Rabi,Wheat,34176.44,1077.31,36818.62
Assam,Assa_District_05,2012.0,Kharif,Cotton,10558.86,2529.27,26706.21
Haryana,Hary_District_15,2023.0,Kharif,Soybean,28697.5,4994.88,143340.57
Tamil Nadu,Tami_District_15,2022.0,Kharif,Cotton,1393.72,,698.83
Telangana,Tela_District_07,2019.0,Kharif,Barley,17583.32,2147.7,37763.7
Madhya Pradesh,,2016.0,Zaid,Maize,44203.48,4606.62,203628.64
West Bengal,West_District_04,2019.0,,Maize,44038.2,1144.3,50392.91
Bihar,Biha_District_06,2021.0,Rabi,Jowar,20664.03,3856.48,79690.42
Karnataka,Karn_District_19,2017.0,Zaid,Rice,15699.29,3484.57,54705.27
Madhya Pradesh,Madh_District_06,2013.0,Rabi,Jowar,11933.43,1955.39,23334.51
West Bengal,West_District_13,2019.0,Rabi,Cotton,43035.44,1627.29,70031.14
West Bengal,West_District_11,2014.0,Kharif,Barley,48219.77,1878.17,90564.93
Assam,Assa_District_14,2013.0,Kharif,Sugarcane,1274.05,1647.05,2098.42
Andhra Pradesh,Andh_District_20,2017.0,Zaid,Cotton,8643.13,2780.72,24034.12
Haryana,Hary_District_05,2014.0,Zaid,Soybean,,3317.22,18989.53
Odisha,Odis_District_01,2022.0,Rabi,Soybean,43757.46,2131.33,93261.59
Haryana,Hary_District_07,2022.0,Kharif,Groundnut,8507.79,2300.11,19568.85
Madhya Pradesh,Madh_District_15,2010.0,Zaid,Mustard,39319.74,3161.69,124316.83
Odisha,Odis_District_11,2022.0,Kharif,Sugarcane,5147.05,2917.34,15015.69
,Maha_District_06,2011.0,Zaid,Jowar,,1972.01,46258.35
Assam,Assa_District_16,2021.0,Zaid,Jowar,5597.01,4915.0,27509.3
Karnataka,Karn_District_12,2015.0,Kharif,Wheat,8884.56,1367.34,12148.21
Tamil Nadu,Tami_District_19,2015.0,Zaid,Jowar,7364.58,3065.87,22578.84
Assam,Assa_District_14,2020.0,Kharif,Sugarcane,22239.11,1623.01,36094.3
Madhya Pradesh,Madh_District_01,2012.0,Rabi,Soybean,21528.23,3530.85,76012.95
Punjab,Punj_District_05,2020.0,Kharif,Mustard,14156.86,,65385.02
Madhya Pradesh,Madh_District_20,2021.0,Rabi,Maize,15386.68,1391.81,21415.34
Telangana,Tela_District_10,2016.0,Kharif,Rice,,4147.52,197973.32
West Bengal,West_District_10,2013.0,Rabi,Mustard,17222.57,4286.44,73823.51
Rajasthan,Raja_District_02,2015.0,Rabi,Groundnut,25988.83,2060.39,53547.13
Punjab,Punj_District_03,2012.0,Kharif,Maize,41996.62,3884.74,163145.95
West Bengal,West_District_01,2015.0,Zaid,Wheat,14963.95,3230.05,48334.31
Punjab,Punj_District_13,2017.0,Zaid,Groundnut,18532.57,504.73,
Uttar Pradesh,Utta_District_09,2019.0,Rabi,Rice,48094.61,2973.33,143001.15
Odisha,Odis_District_20,2021.0,Rabi,Soybean,29961.79,3199.51,95863.05
,Assa_District_20,2013.0,Zaid,Jowar,27577.01,1805.22,49782.57
Bihar,Biha_District_08,2019.0,Zaid,,48581.65,3297.51,160198.48
Andhra Pradesh,Andh_District_15,2023.0,,Cotton,33578.98,2546.57,85511.22
Haryana,Hary_District_06,2020.0,,Jowar,14464.28,789.57,11420.56
Madhya Pradesh,Madh_District_09,2011.0,Rabi,Sugarcane,17576.49,1292.44,22716.56
Maharashtra,Maha_District_04,2023.0,Kharif,Wheat,33138.2,4455.52,147647.91
Madhya Pradesh,Madh_District_15,2015.0,Kharif,Soybean,15207.47,1997.97,30384.07
Bihar,Biha_District_14,2015.0,Kharif,Jowar,33551.19,1171.72,
Gujarat,Guja_District_11,2020.0,Rabi,,46478.93,2137.31,99339.88
Punjab,Punj_District_07,2012.0,Zaid,Mustard,5149.85,1286.08,6623.12
Assam,Assa_District_19,2019.0,Rabi,Groundnut,46644.03,1612.04,75192.04
Karnataka,Karn_District_02,2012.0,Zaid,Sugarcane,33147.21,1202.74,39867.48
Uttar Pradesh,Utta_District_01,2010.0,Zaid,Rice,9785.67,4456.57,43610.52
Punjab,Punj_District_11,2012.0,Zaid,Groundnut,7486.86,584.38,4375.17
Bihar,,2017.0,Kharif,Groundnut,25111.54,4382.27,110045.55
Uttar Pradesh,Utta_District_13,2016.0,Kharif,Barley,16366.95,1076.73,17622.79
Maharashtra,Maha_District_19,2014.0,Rabi,Groundnut,49113.32,3545.32,174122.44
Rajasthan,Raja_District_16,2022.0,Zaid,Rice,42549.46,3884.62,165288.48
Rajasthan,,2010.0,Kharif,Wheat,34942.29,2230.54,77940.18
Punjab,Punj_District_04,2014.0,Kharif,Soybean,16284.57,3726.31,60681.36
Gujarat,Guja_District_19,2017.0,Kharif,Jowar,35863.98,4777.65,171345.54
West Bengal,West_District_16,2023.0,Kharif,Barley,28476.12,1825.79,51991.42
Punjab,Punj_District_06,2021.0,Zaid,Jowar,24527.49,3261.71,80001.56
Rajasthan,Raja_District_06,2023.0,Zaid,Cotton,21393.82,4060.1,86861.05
Karnataka,Karn_District_03,2010.0,Kharif,,29272.2,542.46,15879.0
Bihar,Biha_District_07,2013.0,Zaid,Rice,28535.01,3351.22,95627.1
West Bengal,West_District_20,2017.0,Zaid,Barley,45771.54,2361.75,108100.93
Madhya Pradesh,Madh_District_16,2013.0,Kharif,Maize,28765.94,2637.49,75869.88
Haryana,Hary_District_08,2023.0,Zaid,Sugarcane,26629.66,802.87,21380.16
Rajasthan,Raja_District_15,2012.0,Zaid,Cotton,44874.46,4596.86,206281.61
Uttar Pradesh,Utta_District_10,2020.0,Zaid,Soybean,27448.17,3004.5,82468.03
Haryana,Hary_District_06,2016.0,,Cotton,2972.05,3190.78,
Bihar,Biha_District_18,2011.0,Kharif,Barley,21514.67,3690.7,79404.19
Odisha,Odis_District_11,2010.0,Rabi,Jowar,2451.53,3698.99,9068.18
Andhra Pradesh,Andh_District_09,,Rabi,Jowar,14416.0,3432.67,49485.37
Telangana,Tela_District_14,2011.0,Kharif,Cotton,31393.59,1520.79,47743.06
West Bengal,West_District_06,2010.0,Rabi,Maize,22078.57,4260.35,
,Tami_District_02,2022.0,Kharif,Wheat,30319.02,809.32,24537.79
Telangana,Tela_District_07,2021.0,Zaid,Wheat,22201.15,1902.97,42248.12
West Bengal,West_District_07,2023.0,Rabi,Maize,32118.12,3265.54,104883.01
Bihar,Biha_District_17,2018.0,Kharif,Rice,618.87,3234.63,2001.82
Bihar,Biha_District_01,2016.0,Rabi,Sugarcane,36769.0,3959.29,145579.13
Punjab,Punj_District_14,2012.0,Rabi,Groundnut,3042.89,1866.46,5679.43
Maharashtra,Maha_District_17,2011.0,Zaid,Mustard,21121.55,1308.97,27647.48
Tamil Nadu,Tami_District_11,2016.0,Rabi,Soybean,21094.62,820.08,17299.28
Tamil Nadu,Tami_District_16,2011.0,Rabi,Maize,5749.54,3509.13,20175.88
Maharashtra,Maha_District_04,2017.0,Zaid,Jowar,13202.37,3701.33,48866.33
Uttar Pradesh,Utta_District_02,2010.0,Rabi,Mustard,2500.62,3032.16,7582.28
Maharashtra,Maha_District_17,2011.0,Zaid,Mustard,19633.29,4086.37,80228.89
Haryana,Hary_District_10,2012.0,Rabi,Mustard,39219.18,2190.02,85890.79
Madhya Pradesh,Madh_District_07,2010.0,Kharif,Wheat,31173.43,,47507.37
Gujarat,Guja_District_20,2015.0,Kharif,Wheat,29062.3,865.69,25158.94
Madhya Pradesh,Madh_District_02,2022.0,Kharif,Jowar,21786.75,1322.27,28807.97
Andhra Pradesh,Andh_District_05,2015.0,Kharif,Rice,,2502.05,110542.37
Assam,Assa_District_19,2022.0,Kharif,Cotton,29579.61,2121.72,62759.65
Tamil Nadu,Tami_District_13,2017.0,Rabi,Jowar,14508.18,1413.14,20502.09
Odisha,Odis_District_05,2015.0,Kharif,Groundnut,45602.39,4097.6,186860.35
Gujarat,Guja_District_08,2023.0,Rabi,Wheat,6749.73,3860.26,26055.71
Maharashtra,Maha_District_14,2011.0,Rabi,Soybean,20984.69,569.28,11946.16
West Bengal,West_District_08,2021.0,Rabi,Wheat,26465.53,1085.21,28720.66
Madhya Pradesh,Madh_District_01,2012.0,Kharif,Barley,10575.72,3632.18,38412.92
Tamil Nadu,Tami_District_06,2013.0,Zaid,Barley,12931.39,4513.5,58365.83
Odisha,Odis_District_16,2023.0,Zaid,Soybean,32892.77,4245.28,139639.02
Telangana,,2023.0,Zaid,Jowar,30797.96,4409.82,135813.46
Punjab,Punj_District_15,2020.0,Kharif,Mustard,18148.07,2971.13,53920.28
Gujarat,Guja_District_01,2015.0,Kharif,Jowar,25842.93,,118026.21
Rajasthan,Raja_District_10,2021.0,Kharif,Cotton,8329.28,3101.27,25831.35
Odisha,Odis_District_06,2012.0,Kharif,Groundnut,37746.12,2165.22,81728.65
Bihar,Biha_District_13,2022.0,Zaid,Mustard,,2178.57,94533.21
Punjab,Punj_District_18,2016.0,Rabi,Mustard,8748.11,3128.22,27366.01
Rajasthan,Raja_District_05,2017.0,Zaid,Barley,21086.34,568.36,11984.63
Rajasthan,Raja_District_16,2013.0,Zaid,Mustard,3584.95,1378.75,4942.75
Maharashtra,Maha_District_05,2016.0,Kharif,Soybean,38489.56,4514.18,173748.8
Madhya Pradesh,Madh_District_01,2013.0,Zaid,Groundnut,27327.48,975.04,26645.39
Maharashtra,Maha_District_17,2021.0,Zaid,Sugarcane,26767.51,4350.22,116444.56
Uttar Pradesh,Utta_District_15,2022.0,Rabi,Soybean,37498.93,1809.94,67870.81
Maharashtra,Maha_District_04,2020.0,Kharif,Rice,6282.14,4553.07,28603.02
Karnataka,Karn_District_11,2014.0,Kharif,Maize,42719.03,741.72,31685.56
Andhra Pradesh,Andh_District_14,2020.0,Kharif,Wheat,41201.36,937.46,38624.63
Tamil Nadu,Tami_District_06,2023.0,Zaid,Sugarcane,3257.85,3913.7,12750.25
Bihar,Biha_District_12,2011.0,Zaid,Cotton,26861.9,2365.47,63541.02
Uttar Pradesh,,2010.0,Kharif,Groundnut,45202.72,4276.87,193326.16
Madhya Pradesh,Madh_District_03,2014.0,Rabi,Cotton,,3272.39,9736.7
Madhya Pradesh,Madh_District_18,2015.0,Kharif,Groundnut,38636.14,2977.21,
Andhra Pradesh,Andh_District_17,,Kharif,Soybean,49151.97,3587.21,176318.44
Gujarat,Guja_District_08,2013.0,Zaid,Barley,5296.74,1392.34,7374.86
Uttar Pradesh,Utta_District_01,2011.0,Kharif,Maize,41329.66,4985.41,206045.3
Tamil Nadu,Tami_District_03,2012.0,Rabi,Rice,,951.48,4764.18
Andhra Pradesh,Andh_District_04,2023.0,Zaid,Rice,38193.01,789.59,30156.82
Bihar,,2017.0,Zaid,Soybean,3521.15,4499.67,15844.01
Uttar Pradesh,Utta_District_13,2021.0,Kharif,,40042.45,4467.03,178870.83
Tamil Nadu,Tami_District_13,2010.0,Rabi,,32560.62,1951.41,63539.12
Odisha,Odis_District_18,2022.0,Kharif,Soybean,45325.03,1844.26,83591.14
Punjab,Punj_District_15,2014.0,Kharif,Groundnut,13847.99,4488.8,62160.86
Punjab,Punj_District_15,2023.0,Kharif,Sugarcane,34073.05,4530.52,154368.63
Rajasthan,Raja_District_15,2018.0,Rabi,Rice,7879.47,4785.34,37705.94
Uttar Pradesh,Utta_District_18,,Rabi,Jowar,30675.83,3506.16,107554.37
Odisha,Odis_District_15,2012.0,Kharif,Mustard,45711.62,2213.39,101177.64
Andhra Pradesh,Andh_District_11,2010.0,Zaid,Groundnut,36006.79,,121758.04
Bihar,Biha_District_13,2016.0,Rabi,Cotton,39408.86,4536.24,178768.05
Madhya Pradesh,Madh_District_16,2022.0,Zaid,Mustard,34035.04,804.38,27377.11
Tamil Nadu,Tami_District_05,2012.0,Zaid,Jowar,9238.7,4792.9,44280.17
,Utta_District_14,2017.0,Kharif,Groundnut,48435.66,4853.36,235075.69
Odisha,Odis_District_02,2012.0,Zaid,Cotton,1936.29,2221.02,4300.54
Punjab,Punj_District_08,,Zaid,Maize,38007.67,3887.99,147773.44
Madhya Pradesh,Madh_District_09,2017.0,Zaid,Rice,4386.85,3242.7,14225.24
Maharashtra,Maha_District_04,2016.0,Rabi,Mustard,7229.19,2719.44,19659.35
Tamil Nadu,Tami_District_19,2023.0,Rabi,Sugarcane,12060.32,739.23,8915.35
Rajasthan,Raja_District_04,2016.0,Kharif,Sugarcane,4092.97,4599.02,
Assam,Assa_District_17,2017.0,,Wheat,37257.83,4693.21,174858.82
Karnataka,Karn_District_06,2011.0,Rabi,Soybean,23552.5,2359.82,55579.66
Gujarat,Guja_District_18,2010.0,Kharif,Maize,17984.52,3273.38,58870.17
Madhya Pradesh,Madh_District_12,2020.0,Rabi,Maize,17642.81,3858.23,68070.02
Andhra Pradesh,Andh_District_03,2021.0,Zaid,Soybean,40085.73,4441.3,178032.75
Madhya Pradesh,Madh_District_20,2010.0,Kharif,Cotton,12215.77,2871.6,35078.81
,Andh_District_04,2019.0,Rabi,Barley,11249.89,669.0,7526.18
Gujarat,Guja_District_12,2018.0,Rabi,Sugarcane,35420.48,2970.42,105213.7
